Data saved on Tue, 27 Feb 2024 at 3:52 PM
Student name(s): 
Sample: 
Frequency: 
Comments: 
 
Temp. (K)   	Ch1 (V)      	Ch2 (V)      
164.41400	0.017171	0.000131
164.92600	0.017173	0.000143
165.44100	0.017176	0.000134
165.95100	0.017179	0.000142
166.32800	0.017181	0.000141
166.83600	0.017184	0.000129
167.34100	0.017186	0.000137
167.84300	0.017188	0.000139
168.21800	0.017190	0.000137
168.71400	0.017193	0.000122
169.20900	0.017196	0.000128
169.69600	0.017198	0.000127
170.06100	0.017200	0.000121
170.55600	0.017202	0.000143
171.03100	0.017202	0.000135
171.52100	0.017204	0.000131
172.00700	0.017208	0.000130
172.35600	0.017208	0.000126
172.83900	0.017210	0.000131
173.31300	0.017213	0.000127
173.78800	0.017215	0.000124
174.13500	0.017215	0.000118
174.61500	0.017217	0.000130
175.08000	0.017220	0.000128
175.53800	0.017221	0.000121
175.88700	0.017222	0.000123
176.35000	0.017224	0.000121
176.80800	0.017224	0.000119
177.26100	0.017226	0.000128
177.60500	0.017228	0.000128
178.05800	0.017229	0.000134
178.50100	0.017231	0.000131
178.94700	0.017233	0.000138
179.28600	0.017235	0.000121
179.73400	0.017236	0.000131
180.16400	0.017236	0.000134
180.60200	0.017239	0.000134
180.92900	0.017240	0.000131
181.36000	0.017240	0.000113
181.79300	0.017242	0.000115
182.22600	0.017243	0.000126
182.54100	0.017243	0.000123
182.97100	0.017244	0.000117
183.38800	0.017246	0.000117
183.81400	0.017248	0.000136
184.13000	0.017249	0.000126
184.55000	0.017250	0.000124
184.97000	0.017250	0.000119
185.38800	0.017253	0.000121
185.68900	0.017253	0.000119
186.10700	0.017255	0.000124
186.51000	0.017255	0.000130
186.91100	0.017257	0.000123
187.21900	0.017259	0.000127
187.62500	0.017260	0.000124
188.02500	0.017260	0.000121
188.41400	0.017261	0.000131
188.72100	0.017262	0.000131
189.10700	0.017262	0.000138
189.50100	0.017264	0.000138
189.88200	0.017264	0.000137
190.17200	0.017264	0.000124
190.56000	0.017266	0.000137
190.94400	0.017266	0.000141
191.32500	0.017267	0.000126
191.60500	0.017269	0.000128
191.98400	0.017269	0.000126
192.35700	0.017271	0.000124
192.72900	0.017271	0.000120
193.00800	0.017272	0.000121
193.38700	0.017272	0.000119
193.75500	0.017273	0.000126
194.12500	0.017274	0.000123
194.40500	0.017275	0.000131
194.76200	0.017275	0.000121
195.13200	0.017277	0.000119
195.49200	0.017277	0.000126
195.76000	0.017278	0.000117
196.11500	0.017279	0.000124
196.47500	0.017280	0.000121
196.83200	0.017281	0.000117
197.09700	0.017282	0.000118
197.45500	0.017282	0.000130
197.79700	0.017282	0.000104
198.14700	0.017284	0.000126
198.41200	0.017284	0.000133
198.75000	0.017284	0.000123
199.08700	0.017285	0.000128
199.43000	0.017285	0.000122
199.68500	0.017285	0.000117
200.02200	0.017286	0.000131
200.35700	0.017288	0.000133
200.69200	0.017288	0.000129
201.02200	0.017288	0.000121
201.27000	0.017288	0.000114
201.60000	0.017289	0.000107
201.93000	0.017290	0.000116
202.25500	0.017290	0.000123
202.49700	0.017292	0.000116
202.82000	0.017292	0.000123
203.14500	0.017292	0.000123
203.46200	0.017292	0.000121
203.70000	0.017294	0.000116
204.01500	0.017295	0.000117
204.32700	0.017295	0.000111
204.64700	0.017294	0.000120
204.87200	0.017295	0.000106
205.19000	0.017295	0.000119
205.49700	0.017296	0.000103
205.81200	0.017297	0.000118
206.04200	0.017297	0.000110
206.34000	0.017298	0.000113
206.64200	0.017298	0.000121
206.94200	0.017298	0.000117
207.16700	0.017298	0.000121
207.47200	0.017299	0.000131
207.76500	0.017300	0.000120
208.06200	0.017300	0.000118
208.28500	0.017300	0.000129
208.57700	0.017299	0.000134
208.87200	0.017300	0.000129
209.15700	0.017301	0.000117
209.38000	0.017301	0.000114
209.66500	0.017302	0.000118
209.95200	0.017302	0.000135
210.24000	0.017304	0.000109
210.45200	0.017304	0.000113
210.73200	0.017304	0.000109
211.02000	0.017304	0.000111
211.30200	0.017305	0.000110
211.50000	0.017306	0.000114
211.78700	0.017305	0.000110
212.06000	0.017305	0.000109
212.33500	0.017306	0.000111
212.54200	0.017306	0.000111
212.81200	0.017306	0.000102
213.08500	0.017306	0.000109
213.35600	0.017306	0.000105
213.55700	0.017307	0.000110
213.83000	0.017306	0.000119
214.09900	0.017307	0.000125
214.36600	0.017308	0.000116
214.56400	0.017308	0.000121
214.82500	0.017308	0.000133
215.09200	0.017309	0.000111
215.35300	0.017308	0.000124
215.54900	0.017309	0.000127
215.80800	0.017310	0.000116
216.06900	0.017310	0.000122
216.32300	0.017309	0.000126
216.51600	0.017309	0.000115
216.77300	0.017311	0.000104
217.02400	0.017310	0.000125
217.27800	0.017310	0.000111
217.47600	0.017312	0.000106
217.71700	0.017312	0.000109
217.96900	0.017310	0.000113
218.21500	0.017312	0.000115
218.41100	0.017313	0.000113
218.65200	0.017313	0.000105
218.89300	0.017312	0.000111
219.13400	0.017314	0.000104
219.32000	0.017314	0.000099
219.55700	0.017314	0.000102
219.80300	0.017313	0.000106
220.04400	0.017314	0.000109
220.22200	0.017314	0.000114
220.46100	0.017315	0.000112
220.69700	0.017315	0.000119
220.93100	0.017315	0.000123
221.16700	0.017315	0.000119
221.33500	0.017315	0.000124
221.57200	0.017316	0.000113
221.80500	0.017315	0.000124
222.02600	0.017315	0.000121
222.19700	0.017316	0.000117
222.44100	0.017316	0.000119
222.65700	0.017317	0.000112
222.88600	0.017317	0.000104
223.05700	0.017317	0.000114
223.28100	0.017317	0.000126
223.50800	0.017317	0.000110
223.73000	0.017317	0.000112
223.89900	0.017318	0.000100
224.11700	0.017318	0.000100
224.33600	0.017319	0.000108
224.55600	0.017318	0.000103
224.72800	0.017318	0.000110
224.94500	0.017319	0.000106
225.16000	0.017319	0.000109
225.37700	0.017319	0.000106
225.53600	0.017319	0.000094
225.75600	0.017320	0.000105
225.96800	0.017319	0.000099
226.17700	0.017319	0.000122
226.33100	0.017321	0.000115
226.54600	0.017321	0.000113
226.75300	0.017320	0.000113
226.96000	0.017322	0.000125
227.12200	0.017322	0.000121
227.32400	0.017320	0.000105
227.53100	0.017322	0.000111
227.73500	0.017322	0.000113
227.89400	0.017322	0.000110
228.08900	0.017322	0.000121
228.29600	0.017322	0.000110
228.49800	0.017323	0.000103
228.64900	0.017322	0.000108
228.85400	0.017323	0.000105
229.05400	0.017323	0.000096
229.24800	0.017323	0.000113
229.40200	0.017323	0.000111
229.59400	0.017324	0.000106
229.79100	0.017324	0.000113
229.98800	0.017324	0.000102
230.13400	0.017323	0.000106
230.32400	0.017325	0.000104
230.51300	0.017324	0.000096
230.71500	0.017324	0.000098
230.85400	0.017324	0.000106
231.04600	0.017324	0.000108
231.23800	0.017325	0.000103
231.42000	0.017325	0.000116
231.56400	0.017325	0.000099
231.75300	0.017324	0.000113
231.94000	0.017325	0.000111
232.12200	0.017324	0.000119
232.26100	0.017325	0.000115
232.44000	0.017326	0.000108
232.63400	0.017326	0.000115
232.81400	0.017326	0.000113
232.94500	0.017324	0.000116
233.13200	0.017326	0.000114
233.30900	0.017326	0.000099
233.48500	0.017326	0.000101
233.62400	0.017325	0.000111
233.80100	0.017326	0.000098
233.97800	0.017326	0.000110
234.14900	0.017326	0.000110
234.33600	0.017326	0.000108
234.45800	0.017326	0.000110
234.64200	0.017326	0.000107
234.80600	0.017326	0.000103
234.98300	0.017326	0.000095
235.11200	0.017327	0.000100
235.28300	0.017327	0.000095
235.45300	0.017327	0.000099
235.62400	0.017326	0.000094
235.75100	0.017327	0.000099
235.92500	0.017326	0.000106
236.08600	0.017327	0.000113
236.25800	0.017327	0.000113
236.38200	0.017326	0.000115
236.54100	0.017326	0.000122
236.70800	0.017327	0.000108
236.88200	0.017327	0.000101
237.00100	0.017327	0.000113
237.16000	0.017328	0.000111
237.32600	0.017328	0.000117
237.48800	0.017328	0.000121
237.60400	0.017328	0.000122
237.77100	0.017327	0.000098
237.94000	0.017328	0.000108
238.08400	0.017328	0.000103
238.20500	0.017327	0.000100
238.36800	0.017328	0.000106
238.52300	0.017328	0.000104
238.68500	0.017328	0.000104
238.79900	0.017328	0.000112
238.95900	0.017329	0.000101
239.10900	0.017329	0.000099
239.26900	0.017329	0.000097
239.37800	0.017328	0.000097
239.54000	0.017329	0.000107
239.69300	0.017330	0.000099
239.84000	0.017329	0.000099
239.95200	0.017330	0.000100
240.10900	0.017329	0.000113
240.26400	0.017329	0.000105
240.41300	0.017328	0.000102
240.52000	0.017328	0.000109
240.67200	0.017329	0.000113
240.82000	0.017329	0.000111
240.96900	0.017330	0.000113
241.07600	0.017330	0.000114
241.22300	0.017330	0.000111
241.36800	0.017330	0.000111
241.51800	0.017330	0.000123
241.62900	0.017330	0.000103
241.76600	0.017330	0.000101
241.91300	0.017330	0.000101
242.05100	0.017330	0.000103
242.16700	0.017330	0.000101
242.30700	0.017330	0.000110
242.44900	0.017330	0.000103
242.58900	0.017330	0.000102
242.69500	0.017330	0.000108
242.83700	0.017330	0.000091
242.96400	0.017331	0.000096
243.10400	0.017330	0.000104
243.21500	0.017332	0.000093
243.35000	0.017332	0.000104
243.49000	0.017331	0.000103
243.62200	0.017330	0.000101
243.72300	0.017332	0.000110
243.87000	0.017332	0.000105
243.99500	0.017331	0.000099
244.12900	0.017332	0.000100
244.22800	0.017333	0.000108
244.36300	0.017332	0.000107
244.50200	0.017332	0.000108
244.62900	0.017332	0.000121
244.73100	0.017333	0.000106
244.86500	0.017332	0.000106
244.99500	0.017332	0.000113
245.12900	0.017334	0.000119
245.21800	0.017333	0.000094
245.35000	0.017333	0.000102
245.48200	0.017334	0.000100
245.60400	0.017333	0.000106
245.73300	0.017332	0.000104
245.83500	0.017333	0.000106
245.95200	0.017333	0.000106
246.08600	0.017335	0.000100
246.20800	0.017333	0.000106
246.30200	0.017334	0.000090
246.43100	0.017335	0.000104
246.55300	0.017334	0.000097
246.67700	0.017335	0.000093
246.76900	0.017335	0.000098
246.89300	0.017335	0.000093
247.01800	0.017335	0.000095
247.14400	0.017335	0.000103
247.23300	0.017335	0.000106
247.34700	0.017335	0.000096
247.46700	0.017335	0.000108
247.58600	0.017335	0.000114
247.68500	0.017335	0.000106
247.79700	0.017335	0.000105
247.91600	0.017335	0.000113
248.03300	0.017335	0.000111
248.12400	0.017335	0.000105
248.24600	0.017335	0.000104
248.36300	0.017336	0.000114
