Data saved on Tue, 27 Feb 2024 at 3:36 PM
Student name(s): 
Sample: 
Frequency: 
Comments: 
 
Temp. (K)   	Ch1 (V)      	Ch2 (V)      
182.64500	0.017605	0.000079
182.98400	0.017604	0.000072
183.24400	0.017604	0.000068
183.58700	0.017604	0.000072
183.91600	0.017604	0.000068
184.25900	0.017604	0.000065
184.51500	0.017603	0.000077
184.84900	0.017603	0.000056
185.18700	0.017603	0.000072
185.52300	0.017603	0.000071
185.77600	0.017603	0.000066
186.10200	0.017604	0.000069
186.42800	0.017605	0.000066
186.76100	0.017604	0.000063
187.00800	0.017604	0.000052
187.33900	0.017603	0.000066
187.65900	0.017603	0.000068
187.98800	0.017603	0.000070
188.23100	0.017603	0.000064
188.55500	0.017602	0.000079
188.87700	0.017602	0.000076
189.19400	0.017603	0.000072
189.43700	0.017603	0.000079
189.75300	0.017603	0.000071
190.07000	0.017603	0.000062
190.38700	0.017603	0.000082
190.62200	0.017603	0.000082
190.93900	0.017603	0.000075
191.25300	0.017603	0.000091
191.55800	0.017603	0.000069
191.87000	0.017603	0.000070
192.10500	0.017602	0.000084
192.41200	0.017601	0.000064
192.72400	0.017603	0.000069
193.03300	0.017602	0.000066
193.25700	0.017603	0.000067
193.57200	0.017602	0.000072
193.87200	0.017602	0.000071
194.18700	0.017603	0.000064
194.41000	0.017603	0.000066
194.72200	0.017602	0.000063
195.01500	0.017603	0.000069
195.32000	0.017603	0.000059
195.54500	0.017603	0.000074
195.84700	0.017602	0.000062
196.14700	0.017602	0.000066
196.44200	0.017602	0.000081
196.66500	0.017602	0.000074
196.96500	0.017602	0.000064
197.25200	0.017601	0.000078
197.55200	0.017600	0.000081
197.77000	0.017600	0.000072
198.06200	0.017601	0.000066
198.36000	0.017600	0.000079
198.64500	0.017600	0.000081
198.85700	0.017600	0.000081
199.15200	0.017600	0.000087
199.42700	0.017600	0.000067
199.71700	0.017600	0.000071
199.93700	0.017601	0.000077
200.22000	0.017600	0.000062
200.51000	0.017600	0.000076
200.79200	0.017600	0.000055
200.99500	0.017600	0.000059
201.28500	0.017599	0.000071
201.56200	0.017599	0.000068
201.85000	0.017600	0.000061
202.06700	0.017599	0.000062
202.35700	0.017600	0.000071
202.65200	0.017599	0.000071
202.94000	0.017599	0.000052
203.15500	0.017599	0.000068
203.45200	0.017600	0.000066
203.73700	0.017600	0.000071
204.02700	0.017600	0.000063
204.25000	0.017599	0.000079
204.53200	0.017599	0.000081
204.82700	0.017600	0.000081
205.10700	0.017599	0.000079
205.31700	0.017598	0.000062
205.60500	0.017599	0.000071
205.89200	0.017600	0.000073
206.17700	0.017599	0.000072
206.39200	0.017599	0.000078
206.67000	0.017599	0.000075
206.95500	0.017600	0.000065
207.23500	0.017599	0.000062
207.45000	0.017598	0.000080
207.73000	0.017599	0.000065
208.01200	0.017599	0.000062
208.29200	0.017599	0.000072
208.50200	0.017598	0.000066
208.77700	0.017598	0.000070
209.05200	0.017598	0.000068
209.33500	0.017598	0.000056
209.53500	0.017598	0.000066
209.81500	0.017597	0.000069
210.08700	0.017598	0.000061
210.35700	0.017598	0.000054
210.56500	0.017598	0.000069
210.84200	0.017597	0.000062
211.10500	0.017598	0.000071
211.37200	0.017598	0.000061
211.57500	0.017596	0.000072
211.84500	0.017598	0.000078
212.11200	0.017597	0.000075
212.37200	0.017596	0.000070
212.64500	0.017597	0.000066
212.84000	0.017597	0.000075
213.10700	0.017596	0.000092
213.36600	0.017596	0.000070
213.62400	0.017596	0.000073
213.82800	0.017597	0.000089
214.08400	0.017596	0.000064
214.34500	0.017596	0.000065
214.59900	0.017596	0.000071
214.79000	0.017596	0.000057
215.05400	0.017596	0.000064
215.31300	0.017595	0.000066
215.56200	0.017595	0.000065
215.75300	0.017594	0.000067
216.00600	0.017594	0.000064
216.26300	0.017594	0.000061
216.50600	0.017595	0.000059
216.69700	0.017594	0.000062
216.94800	0.017594	0.000071
217.19200	0.017594	0.000065
217.44100	0.017594	0.000059
217.62700	0.017594	0.000071
217.87800	0.017594	0.000069
218.10700	0.017594	0.000072
218.35600	0.017594	0.000069
218.54400	0.017593	0.000074
218.77500	0.017594	0.000084
219.01600	0.017592	0.000081
219.26300	0.017593	0.000066
219.44100	0.017594	0.000084
219.67500	0.017593	0.000086
219.90800	0.017594	0.000071
220.15200	0.017593	0.000070
220.32000	0.017593	0.000064
220.55700	0.017592	0.000064
220.79500	0.017592	0.000066
221.02600	0.017592	0.000063
221.19500	0.017592	0.000059
221.42300	0.017591	0.000060
221.65500	0.017591	0.000066
221.87800	0.017592	0.000066
222.05700	0.017590	0.000064
222.28000	0.017591	0.000066
222.50100	0.017592	0.000066
222.73500	0.017591	0.000069
222.90100	0.017590	0.000069
223.12200	0.017590	0.000071
223.34600	0.017590	0.000057
223.56400	0.017591	0.000074
223.72800	0.017590	0.000064
223.95000	0.017590	0.000063
224.17200	0.017590	0.000063
224.38900	0.017590	0.000071
224.55400	0.017590	0.000083
224.77600	0.017589	0.000078
224.99000	0.017589	0.000077
225.20000	0.017590	0.000069
225.36400	0.017590	0.000067
225.57600	0.017588	0.000079
225.78600	0.017588	0.000071
226.00100	0.017590	0.000072
226.16000	0.017588	0.000064
226.36400	0.017588	0.000068
226.57600	0.017589	0.000066
226.78800	0.017588	0.000069
226.93700	0.017588	0.000064
227.15200	0.017589	0.000066
227.35400	0.017587	0.000070
227.55100	0.017588	0.000055
227.71000	0.017587	0.000060
227.91200	0.017587	0.000062
228.11200	0.017586	0.000059
228.32100	0.017586	0.000069
228.47500	0.017587	0.000072
228.66700	0.017587	0.000062
228.86900	0.017587	0.000051
229.06600	0.017587	0.000072
229.21000	0.017586	0.000062
229.41000	0.017586	0.000079
229.60900	0.017586	0.000071
229.80400	0.017587	0.000064
229.95500	0.017585	0.000080
230.15200	0.017585	0.000077
230.35200	0.017586	0.000079
230.54300	0.017585	0.000062
230.69200	0.017585	0.000079
230.89700	0.017585	0.000078
231.09900	0.017585	0.000077
231.29300	0.017584	0.000069
231.50100	0.017584	0.000064
231.65200	0.017585	0.000066
231.86400	0.017584	0.000072
232.06400	0.017583	0.000081
232.26600	0.017585	0.000063
232.41700	0.017583	0.000071
232.62700	0.017583	0.000072
232.82600	0.017584	0.000057
233.03300	0.017583	0.000071
233.18700	0.017583	0.000064
233.39400	0.017583	0.000064
233.59600	0.017582	0.000067
233.79600	0.017582	0.000059
233.95500	0.017582	0.000069
234.15500	0.017581	0.000072
234.35900	0.017581	0.000064
234.55600	0.017580	0.000072
234.70800	0.017580	0.000074
234.90200	0.017580	0.000063
235.10200	0.017580	0.000077
235.29800	0.017579	0.000076
235.44700	0.017579	0.000082
235.64200	0.017579	0.000085
235.83100	0.017579	0.000069
236.03100	0.017579	0.000074
236.16700	0.017578	0.000080
236.35900	0.017579	0.000077
236.54600	0.017578	0.000069
236.73000	0.017579	0.000070
236.88400	0.017578	0.000064
237.06600	0.017578	0.000065
237.25300	0.017578	0.000077
237.43500	0.017578	0.000059
237.57600	0.017578	0.000057
237.75600	0.017577	0.000077
237.94000	0.017577	0.000064
238.12200	0.017578	0.000052
238.25400	0.017578	0.000070
238.43400	0.017578	0.000057
238.62200	0.017578	0.000057
238.79400	0.017577	0.000057
238.92600	0.017577	0.000072
239.10600	0.017577	0.000068
239.28700	0.017577	0.000068
239.45400	0.017576	0.000067
239.58400	0.017578	0.000059
239.76100	0.017577	0.000059
239.93100	0.017577	0.000074
240.10100	0.017576	0.000073
240.23600	0.017576	0.000077
240.40300	0.017576	0.000072
240.57600	0.017576	0.000066
240.74300	0.017577	0.000083
240.87500	0.017576	0.000073
241.03800	0.017575	0.000074
241.19800	0.017575	0.000066
241.37300	0.017575	0.000069
241.49700	0.017575	0.000065
241.76900	0.017576	0.000063
242.48200	0.017575	0.000065
243.28100	0.017575	0.000069
243.77900	0.017575	0.000067
73.150000	0.017573	0.000069
73.150000	0.017573	0.000066
73.150000	0.017574	0.000063
73.150000	0.017573	0.000057
73.150000	0.017573	0.000060
73.150000	0.017573	0.000060
73.150000	0.017573	0.000064
73.150000	0.017573	0.000076
73.150000	0.017573	0.000072
73.150000	0.017573	0.000062
73.150000	0.017572	0.000085
296.96400	0.017572	0.000062
296.97200	0.017572	0.000061
296.99000	0.017572	0.000082
296.99000	0.017571	0.000071
296.99500	0.017573	0.000071
297.00300	0.017572	0.000075
297.00800	0.017571	0.000071
297.01000	0.017572	0.000082
297.01300	0.017572	0.000081
297.01800	0.017571	0.000081
297.02100	0.017572	0.000065
297.01500	0.017572	0.000065
297.01300	0.017571	0.000064
297.02100	0.017571	0.000066
297.01800	0.017572	0.000072
297.01500	0.017570	0.000066
297.01500	0.017570	0.000066
297.01800	0.017571	0.000062
297.01800	0.017570	0.000071
297.01000	0.017570	0.000066
297.01500	0.017571	0.000056
297.01300	0.017570	0.000054
297.01000	0.017570	0.000062
297.00500	0.017570	0.000061
297.00000	0.017569	0.000069
297.00300	0.017570	0.000066
297.00000	0.017568	0.000066
297.00300	0.017567	0.000078
297.00000	0.017567	0.000062
297.00000	0.017567	0.000066
296.99200	0.017568	0.000072
296.99700	0.017567	0.000074
