Data saved on Tue, 27 Feb 2024 at 2:33 PM
Student name(s): 
Sample: 
Frequency: 
Comments: 
 
Temp. (K)   	Ch1 (V)      	Ch2 (V)      
105.24000	0.016767	-0.000036
105.73000	0.016790	-0.000051
106.38200	0.016810	-0.000053
107.03600	0.016829	-0.000051
107.68500	0.016848	-0.000045
108.18000	0.016865	-0.000058
108.83000	0.016881	-0.000056
109.48800	0.016897	-0.000044
110.14700	0.016913	-0.000051
110.63800	0.016927	-0.000043
111.29700	0.016942	-0.000037
111.94700	0.016955	-0.000053
112.60700	0.016968	-0.000030
113.08300	0.016981	-0.000043
113.74000	0.016994	-0.000040
114.38800	0.017005	-0.000049
115.03500	0.017018	-0.000050
115.51400	0.017029	-0.000045
116.15700	0.017040	-0.000045
116.79500	0.017050	-0.000042
117.43000	0.017060	-0.000040
117.90900	0.017070	-0.000048
118.55100	0.017080	-0.000051
119.18600	0.017089	-0.000053
119.82000	0.017098	-0.000051
120.28900	0.017107	-0.000050
120.92600	0.017115	-0.000050
121.54900	0.017123	-0.000056
122.17400	0.017132	-0.000052
122.64500	0.017139	-0.000047
123.25800	0.017145	-0.000058
123.87500	0.017153	-0.000051
124.50000	0.017160	-0.000058
124.95500	0.017164	-0.000058
125.55800	0.017171	-0.000060
126.16400	0.017178	-0.000059
126.77400	0.017181	-0.000053
127.22400	0.017188	-0.000049
127.81800	0.017193	-0.000052
128.42100	0.017198	-0.000050
129.01500	0.017204	-0.000059
129.46200	0.017208	-0.000045
130.04600	0.017212	-0.000045
130.63000	0.017216	-0.000051
131.21000	0.017220	-0.000056
131.64900	0.017223	-0.000051
132.22400	0.017227	-0.000040
132.79900	0.017232	-0.000038
133.37500	0.017235	-0.000056
133.80700	0.017238	-0.000055
134.37800	0.017240	-0.000045
134.94600	0.017243	-0.000056
135.51400	0.017245	-0.000052
135.93300	0.017247	-0.000051
136.49900	0.017250	-0.000063
137.05700	0.017253	-0.000053
137.60800	0.017255	-0.000058
138.02300	0.017257	-0.000052
138.57900	0.017259	-0.000062
139.12000	0.017262	-0.000055
139.67100	0.017263	-0.000058
140.07400	0.017264	-0.000064
140.61300	0.017266	-0.000063
141.14900	0.017266	-0.000062
141.68600	0.017269	-0.000056
142.08600	0.017270	-0.000051
142.62300	0.017271	-0.000054
143.14200	0.017273	-0.000055
143.66600	0.017274	-0.000054
144.19100	0.017275	-0.000049
144.58200	0.017275	-0.000044
145.09100	0.017277	-0.000046
145.61100	0.017278	-0.000050
146.12300	0.017280	-0.000045
146.50600	0.017280	-0.000047
147.01100	0.017280	-0.000050
147.52100	0.017283	-0.000057
148.01800	0.017283	-0.000060
148.39300	0.017283	-0.000054
148.89600	0.017284	-0.000061
149.39600	0.017285	-0.000057
149.88600	0.017285	-0.000058
150.25200	0.017285	-0.000067
150.74500	0.017286	-0.000047
151.23500	0.017286	-0.000052
151.72000	0.017285	-0.000067
152.08400	0.017285	-0.000055
152.56700	0.017285	-0.000058
153.04200	0.017286	-0.000062
153.52000	0.017287	-0.000063
153.87300	0.017287	-0.000062
154.34800	0.017288	-0.000063
154.82400	0.017288	-0.000056
155.29400	0.017288	-0.000061
155.64900	0.017288	-0.000063
156.10800	0.017287	-0.000047
156.57400	0.017287	-0.000048
157.03200	0.017288	-0.000050
157.37700	0.017288	-0.000049
157.83800	0.017288	-0.000043
158.29200	0.017287	-0.000053
158.74800	0.017287	-0.000051
159.08300	0.017287	-0.000038
159.52900	0.017287	-0.000042
159.97500	0.017286	-0.000057
160.41700	0.017285	-0.000056
160.75500	0.017285	-0.000052
161.19100	0.017285	-0.000064
161.63500	0.017285	-0.000045
162.06100	0.017285	-0.000064
162.38700	0.017285	-0.000067
162.81900	0.017284	-0.000046
163.25000	0.017284	-0.000060
163.67900	0.017283	-0.000062
163.99000	0.017282	-0.000060
164.40900	0.017280	-0.000070
164.84100	0.017281	-0.000071
165.26000	0.017279	-0.000056
165.56900	0.017278	-0.000057
165.99000	0.017278	-0.000064
166.39700	0.017276	-0.000048
166.80900	0.017275	-0.000058
167.11500	0.017276	-0.000058
167.52200	0.017274	-0.000049
167.92600	0.017273	-0.000050
168.33700	0.017272	-0.000056
168.63700	0.017270	-0.000038
169.03900	0.017269	-0.000040
169.44000	0.017268	-0.000052
169.83400	0.017268	-0.000056
170.13700	0.017267	-0.000050
170.52600	0.017266	-0.000046
170.92300	0.017266	-0.000053
171.31500	0.017265	-0.000055
171.60000	0.017263	-0.000062
171.99200	0.017262	-0.000060
172.37600	0.017260	-0.000048
172.75500	0.017259	-0.000062
173.13500	0.017257	-0.000066
173.42200	0.017254	-0.000056
173.80500	0.017253	-0.000063
174.17900	0.017250	-0.000064
174.55800	0.017246	-0.000063
174.83500	0.017245	-0.000072
175.20100	0.017243	-0.000061
175.57000	0.017240	-0.000067
175.94400	0.017237	-0.000066
176.21400	0.017235	-0.000061
176.57800	0.017233	-0.000062
176.93700	0.017229	-0.000060
177.30000	0.017227	-0.000062
177.57000	0.017223	-0.000047
177.91900	0.017221	-0.000058
178.27600	0.017217	-0.000047
178.62500	0.017212	-0.000046
178.88700	0.017208	-0.000051
179.22900	0.017204	-0.000043
179.57300	0.017202	-0.000052
179.92400	0.017199	-0.000044
180.19200	0.017195	-0.000055
180.53800	0.017191	-0.000053
180.89500	0.017190	-0.000062
181.25800	0.017189	-0.000065
181.53300	0.017191	-0.000052
181.91700	0.017194	-0.000057
182.30300	0.017195	-0.000064
182.69200	0.017198	-0.000053
182.97900	0.017202	-0.000053
183.36600	0.017205	-0.000059
183.74700	0.017208	-0.000060
184.13000	0.017213	-0.000058
184.42100	0.017217	-0.000062
184.80100	0.017221	-0.000054
185.18700	0.017225	-0.000067
185.56500	0.017227	-0.000060
185.84400	0.017231	-0.000068
186.21700	0.017235	-0.000063
186.59500	0.017239	-0.000066
186.96300	0.017242	-0.000066
187.23900	0.017243	-0.000048
187.61000	0.017246	-0.000058
187.96800	0.017249	-0.000039
188.33500	0.017252	-0.000028
188.60000	0.017255	-0.000055
188.96100	0.017258	-0.000051
189.31500	0.017260	-0.000048
189.66900	0.017263	-0.000049
189.93900	0.017265	-0.000048
190.28800	0.017267	-0.000054
190.63500	0.017268	-0.000064
190.97900	0.017270	-0.000058
191.23900	0.017273	-0.000062
191.58000	0.017275	-0.000051
191.91700	0.017278	-0.000063
192.25800	0.017280	-0.000058
192.50800	0.017281	-0.000063
192.85200	0.017283	-0.000061
193.18500	0.017284	-0.000058
193.51500	0.017285	-0.000057
193.76700	0.017287	-0.000053
194.09700	0.017289	-0.000061
194.42700	0.017290	-0.000062
194.75200	0.017292	-0.000068
195.00200	0.017293	-0.000053
195.32700	0.017294	-0.000058
195.65000	0.017296	-0.000062
195.97000	0.017297	-0.000060
196.21000	0.017299	-0.000054
196.53500	0.017301	-0.000058
196.85000	0.017303	-0.000035
197.17000	0.017304	-0.000048
197.39500	0.017305	-0.000050
197.71500	0.017306	-0.000053
198.02700	0.017306	-0.000047
198.33000	0.017307	-0.000050
198.56200	0.017308	-0.000050
198.87200	0.017309	-0.000064
199.17500	0.017311	-0.000063
199.48000	0.017312	-0.000047
199.71200	0.017314	-0.000043
200.00700	0.017315	-0.000072
200.29700	0.017315	-0.000061
200.60200	0.017316	-0.000063
200.90000	0.017317	-0.000070
201.12200	0.017317	-0.000062
201.41500	0.017320	-0.000066
201.71000	0.017322	-0.000063
201.99500	0.017322	-0.000052
202.21500	0.017322	-0.000066
202.50200	0.017323	-0.000055
202.78700	0.017325	-0.000065
203.07500	0.017324	-0.000065
203.28700	0.017326	-0.000069
203.57500	0.017326	-0.000060
203.85000	0.017327	-0.000061
204.13500	0.017328	-0.000051
204.34000	0.017328	-0.000045
204.62000	0.017329	-0.000050
204.89200	0.017330	-0.000055
205.16700	0.017331	-0.000057
205.37500	0.017331	-0.000041
205.65500	0.017332	-0.000055
205.92000	0.017333	-0.000051
206.19500	0.017334	-0.000040
206.39000	0.017334	-0.000063
206.66200	0.017334	-0.000063
206.92700	0.017336	-0.000058
207.19500	0.017337	-0.000065
207.39500	0.017337	-0.000070
